ID,Varenavn,Produsent,ATC Kode
ID_7CE29513-6302-4A1A-A2C2-DF5DE4B8252A,Simplex øyesalve 200 mg/g/800 mg/g,Teva B.V.,S01XA20
ID_7CE2A778-3C0E-4B87-8D58-30F638CB779E,BCG-Medac pulv og væske til intravesikalsusp,Medac Gesellschaft für klinische Spezialpräparate mbH,L03AX03
ID_7CE488B5-7747-4402-BCA9-611423E6C4FD,"Alutard SQ Vepsegift start inj væske, susp 1000 SQ-E/ml",ALK-Abelló AS,V01AA07
ID_7CE94616-78C3-4F93-89E9-F0FB68922004,"Hibiscrub liniment, oppl 40 mg/ml",Mölnlycke Health Care AB (1),D08AC02
ID_7CE9ECB0-6E50-4C52-A7A0-F06868E03DD1,Metadon dne mikst oppl 120 mg/flaske,dne pharma,N07BC02
ID_7CEA1B8E-C45C-47B5-B3ED-CF7B9E6483B6,"Azopt øyedr, susp 10 mg/ml",2care4 ApS,S01EC04
ID_7CF49419-99CA-40A1-B24E-D60455AC2170,Signifor pulv+væske til inj susp 20 mg/sprøyte,Recordati Rare Diseases,H01CB05
ID_7CFBF1DB-3306-40BD-A31F-C7043DF1F213,Proglicem kaps 25 mg,MSD,V03AH01
ID_7CFF4DF4-3905-42DD-B42C-C9B427DC66B3,"Cyclopentolat Minims øyedr, oppl 10 mg/ml",BAUSCH + LOMB IRELAND LIMITED,S01FA04
ID_7D01A9DD-009E-42FA-9B79-04C9854128CD,Subutex sublingvaltab 8 mg,Indivior Europe Limited,N07BC01
ID_7D02049D-1A2A-4D19-A6DB-6D2D4D796883,Paracet smeltetab med banansmak 250 mg,Karo Pharma AS,N02BE01
ID_7D0DC484-360E-45CC-B9A9-02174C6CCA6C,Trimonil Retard depottab 300 mg,Orifarm AS,N03AF01
ID_7D13EEFC-7F85-4256-948B-8B6814FC8A24,Fluconazol Krka kaps 150 mg,KRKA Sverige AB,J02AC01
ID_7D154F6F-A727-4E75-95A1-B2C7E0D9AB3E,"Bisolvon mikst med jordbærsmak 0,8 mg/ml",Opella Healthcare France SAS,R05CB02
ID_7D213162-0DA3-4269-BF0E-D9B21FC102C5,Exforge tab 10 mg/160 mg,Novartis Europharm Limited (1),C09DB01
ID_7D363A08-ED8A-4C11-BF01-31B9E4F48D9D,"Yellox øyedr, oppl 0,9 mg/ml",BAUSCH + LOMB IRELAND LIMITED,S01BC11
ID_7D42718A-A0CD-4577-9C24-CF9E86BD3EDB,Lofarma wholewheat flour oppl til prikktest,Lofarma,V04CL
ID_7D4E90A8-9BB6-415C-9381-B616FE792346,"Octagam inf, oppl 100 mg/ml",Octapharma (2),J06BA02
ID_7D4F2133-0037-48AB-94B1-E4EEEC599597,"Praluent inj, oppl 300 mg/penn",Sanofi Winthrop Industrie,C10AX14
ID_7D55B3F7-CF86-444E-9A59-8519328EBFCC,Enalapril Sandoz tab 20 mg,Sandoz GmbH,C09AA02
ID_7D5E5EC5-9FAA-46C9-ACEB-E87E868EB1EF,"Metakolin SA inh væske, oppl 32 mg/ml",Sykehusapotekene HF,V04CX03
ID_7D60F6F2-D642-4176-9DD7-15EF9CEC6E3C,"Metode betakaro sink&kobb tab 4 mg/0,5 mg/10 mg",Apotek 1 Gruppen AS,
ID_7D647C01-B150-4D9D-9244-4C6696E09A07,Metadon apotektilvirket mikst oppl med solbærsmak 150 mg/dose,,N07BC02
ID_7D6D83B1-B5AC-4F1F-BA4E-21A8090D6303,"Pemetrexed Accord pulv til kons til inf væske, oppl 1000 mg",Accord Healthcare S.L.U.,L01BA04
ID_7D72BCDF-C1DD-4A03-AF72-C22557C31BD7,"Diafer inj, oppl 50 mg/ml",Pharmacosmos,B03AC
ID_7D7FCE4E-61AF-4C3B-A608-57FE5BAE3756,"Thyrogen pulv til inj væske, oppl 0,9 mg",Sanofi Winthrop Industrie,H01AB01
ID_7D8768A4-81CE-469E-B8AC-4357F74B513D,Bicalutamide Bluefish tab 150 mg,Bluefish Pharmaceuticals AB,L02BB03
ID_7D8D6435-1683-44FD-960F-B29AD44B15E4,Lipofene kaps 100 mg,Teofarma,C10AB05
ID_7D95CCB5-63CA-4AAC-A4B1-CFB7039545BF,Neurodoron weleda tab,Weleda,V
ID_7D98CA71-7904-4FBD-8098-AA51BC1415F0,Janumet tab 50 mg/850 mg,Merck Sharp & Dohme B.V. (1),A10BD07
ID_7D995466-D56C-4D43-B906-CF8FC808105F,Quetiapine Accord depottab 150 mg,Accord Healthcare B.V.,N05AH04
ID_7D9C49F3-E773-499D-BD65-A69AF95E76BA,"Priorix pulv+væske til inj susp 1000 CCID50/0,5 ml/5000 CCID50/0,5 ml/1000 CCID50/0,5 ml",GlaxoSmithKline AS,J07BD52
ID_7DADEA18-F460-44B8-B0A8-FFA6B507C976,Canomini krem 20 mg/g/200 mg/g,Aco Hud Nordic AB,D02AE51
ID_7DB91D8D-4C3F-46AC-BD2F-9CEEAFA9A315,"Oftagel øyegel 2,5 mg/g",Santen Oy,S01XA20
ID_7DBC2CDF-45D7-492D-A738-AC9D38336936,Sitagliptin Krka tab 100 mg,"KRKA, d.d. Novo mesto",A10BH01
ID_7DC5881E-CBB7-4C6D-B615-645D53E31413,"Streptomycin x-gen pulv til inj væske, oppl 1 g",Pharma-Tek,J01GA01
ID_7DCB83FB-2FA9-47AD-96DC-8A1A69F49307,Dapson tab 50 mg,Scanpharm,J04BA02
ID_7DD48355-C64B-45CF-B185-DBE922B7CBC6,"Metoksalen SA liniment 0,1 %",Sykehusapotekene HF,D05AD02
ID_7DD53772-57CD-4F85-9FEB-82162204A46C,Metode vitamin D3 tab 40 mikrog,Apotek 1 Gruppen AS,
ID_7DD58853-6EA4-4C2C-A312-273EB6A4822C,Medikinet kaps modif frisett 30 mg,Medice Arzneimittel Pütter GmbH & Co KG,N06BA04
ID_7DD83E06-8985-4037-ACDE-25B3FCE36F7F,"Depo-Medrol inj væske, susp 40 mg/ml",Pfizer AS,H02AB04
ID_7DE0C7DD-9759-48AB-9E32-71E5F1F7F262,Viagra tab 50 mg,Orifarm AS,G04BE03
ID_7DE13302-6A27-4F7A-994C-ECCA6BD8EBE5,Asacol enterotab 800 mg,Tillotts Pharma AB (2),A07EC02
ID_7E00CE2C-BACB-46F6-91CD-64D3C512C1AA,Nexium enterotab 20 mg,Grünenthal GmbH (1),A02BC05
ID_7E014998-55C1-4905-B890-7EFE231E591A,"Pradaxa granulat, drasjert 40 mg",Boehringer Ingelheim International GmbH,B01AE07
ID_7E0F6C43-45F7-43D8-95AB-766DA5DC3391,"Klexane inj, oppl 10 000 IU/sprøyte",Sanofi-aventis Norge AS (1),B01AB05
ID_7E17D04E-F4A9-435C-9E06-43C976343AAF,"Zaditen øyedr, oppl 0,25 mg/ml",Laboratoires Théa S.A.S,S01GX08
ID_7E1BA0D7-25B3-4F8C-A331-433A8C016709,"bicaVera 1,5% glukose 1,75 mmol Ca/l peritonealdialysevæske",Fresenius Medical Care Deutschland GmbH,B05DB
ID_7E2B36A2-3768-42CC-BD5D-8AFF3F1F76F7,Glucosamine Chondroitin MSM mrm kaps 500 mg/400 mg/100 mg,MRM Nutrition,M01AX
ID_7E324230-9BD1-4E0F-B8A9-06248CED8312,"Pilokarpin SA øyedr, oppl 5 mg/ml",Sykehusapotekene HF,S01EB01
ID_7E38C774-48D8-421A-AF9B-63546A7ED4FF,Ibumetin tab 400 mg,Orifarm Healthcare A/S,M01AE01
ID_7E3BCC6A-9FC1-4599-896F-91572F506841,Minirin smeltetab 120 mikrog,Ferring Legemidler AS,H01BA02
ID_7E53AD5F-A1AD-4299-A6B6-D0D7C1839E28,Abilify smeltetab 15 mg,Otsuka Pharmaceutical Netherlands B.V.,N05AX12
ID_7E57DA4A-2E59-4896-B4C0-126362300D72,Pursennid tab 12 mg,Haleon Denmark ApS,A06AB06
ID_7E6A5560-377D-4FDF-9D57-CF8C78F2A5DE,Triomar høykonsentrert kaps 1050 mg/3000 mg/1500 mg,Axellus (4),
ID_7E7341EA-3736-4196-A72D-A019FE217BF1,"Cefuroxim Navamedic pulv til inj/inf væske, oppl 1500 mg",Navamedic ASA,J01DC02
ID_7E7D3925-0F61-48B4-B246-50C6EE2525C9,Teva-Prazosin tab 1 mg,Teva,C02CA01
ID_7E7DB567-2422-4EF0-8E98-2B69BC2928EA,"Nordimet inj, oppl 20 mg/penn",Nordic Group BV,L04AX03
ID_7E85EDBD-4097-4030-B4DB-958A345FE16E,Glucophage tab 1000 mg,Merck Santé s.a.s.,A10BA02
ID_7EB8B1D7-2DE8-4D56-94E1-ED8205B02E27,Kinin NAF tab 100 mg,Kragerø Tablettproduksjon AS,P01BC01
ID_7EBED73A-DF9C-4690-A303-2DA7BC1B1ED7,Nordaid D-spray 40 oral vitamin D munnvann oppl 40 mikrog/dose,Nordaid Ltd,
ID_7EC7E1DA-18EF-49FE-B81D-5A308D4400DD,Aurorix tab 150 mg,Viatris AS,N06AG02
ID_7ECD7E70-0F42-4569-B33E-5A39B9D8E60E,Mezavant enterodepottab 1200 mg,Orifarm AS,A07EC02
ID_7ED00585-9388-4C5E-8190-497926A9611E,Amoxicillin Viatris kaps 500 mg,Viatris Limited,J01CA04
ID_7ED2DDC3-1E8D-4D1D-95C5-5614345E7B44,"Morfin Epidural inj, oppl 2 mg/ml",Orifarm Healthcare A/S,N02AA01
ID_7EE2D7E5-558E-4E98-9891-2D82D2F7E5ED,Lamictal tyggetab/disperg tab 25 mg,GlaxoSmithKline AS,N03AX09
ID_7EE5C8B2-00E9-4FC3-9F8C-EBC2AA4D60FA,"Aconit wala øredr, oppl",Wala,WITHOUT
ID_7EF07C90-988D-4EB5-A253-B85E10806B2B,Otezla tab 30 mg,Amgen Europe B.V. (2),L04AA32
ID_7F01A5EA-5E1C-4B6C-BF9E-4B31A65EC8D9,Octostim nesespray oppl 150 mikrog/dose,Ferring Legemidler AS,H01BA02
ID_7F0900CB-6632-44FA-917C-32D090DAA28E,"Oksykodon SA inf, oppl 1 mg/ml",Sykehusapotekene HF,N02AA05
ID_7F16F2F6-8A9F-429B-9218-7C4E8E779750,Leflunomide Zentiva tab 10 mg,Zentiva k.s.,L04AK01
ID_7F183A0F-3538-4F85-8309-52C0E717D729,Levomepromazine orion tab 25 mg,Orion Corporation - Espoo,N05AA02
ID_7F1B3F93-F01E-4A4E-AC15-2A1CDB45364F,Propranolol Accord tab 80 mg,Accord Healthcare B.V.,C07AA05
ID_7F1B7493-DF46-4B99-9EE3-AD8185213C9A,Mirtazapine aurobindo smeltetab 30 mg,Milpharm,N06AX11
ID_7F274D77-B37C-4F83-B2F4-C21BE5DEBBD0,Vidi pluss magnesium tab 350 mg,Innopharma s.r.o,
ID_7F2A1BDB-1AD2-4698-A014-C8FE727980DD,Fesoterodin aristo depottab 4 mg,Aristo Pharma,G04BD11
ID_7F2C21A6-C48D-438C-BE72-CB87590596ED,"Tecvayli inj, oppl 90 mg/ml",Janssen-Cilag International N.V.,L01FX24
ID_7F2DAF40-90E4-4D99-BEED-C846F87407A5,Adalat Oros depottab 30 mg,Bayer AB - Solna,C08CA05
ID_7F33ADF8-B997-44A9-85DA-73B6C1005D0B,Gabapentin stada kaps 100 mg,Stada Arzneimittel AG,N02BF01
ID_7F37B328-8142-4FA3-8827-F0A5844308E3,Sterilt vann Baxter Viaflo oppl væske til parenteral bruk,Baxter Medical AB,V07AB
ID_7F4B3E5F-806C-4E5C-887D-7C3C82C56DDE,Cinacalcet STADA tab 90 mg,Stada Arzneimittel AG,H05BX01
ID_7F538056-AD20-4DF0-A144-4C3366954EE3,Minirin nesespray oppl 10 mikrog/dose,Ferring Legemidler AS,H01BA02
ID_7F641ADD-FA93-46EC-9B70-655786E6EC4E,Methyldopa stada tab 250 mg,Stada,C02AB01
ID_7F8F98A3-A8C6-44EA-8DAB-717370F8AF68,Biotin SA kaps 10 mg,Sykehusapotekene HF,A11HA05
ID_7F9179D1-74C9-4E5D-833D-6E08738B2DF7,"Flumazenil Hameln inj/inf, oppl 0,1 mg/ml",Hameln Pharma Plus GmbH,V03AB25
ID_7FA0A045-E9F7-4BCA-B18B-812DDB60196A,Viscotears øyegel 2 mg/g,Dr. Gerhard Mann Chem-pharm. Fabrik GmbH,S01XA20
ID_7FA298EA-6122-473F-A344-3B3A04ADE9EA,Zovirax tab 200 mg,GlaxoSmithKline AS,J05AB01
ID_7FAB641B-53B8-4F98-B9B9-F2F55B3737E6,Adartrel tab 2 mg,Orifarm AS,N04BC04
ID_7FBDAEBE-73DF-4BD7-985A-27A72BA6FEF4,"Taflotan sine øyedr, oppl 15 mikrog/ml",Santen Oy,S01EE05
ID_7FBFF7BD-B8A7-4E89-B2FE-6F22797920D0,"Azitromicina Qualigen pulv til mikst, susp 200 mg/5 ml",Neuraxpharm,J01FA10
ID_7FC291ED-2755-4641-89B2-77478933F146,"Centyl mite med kaliumklorid tab 1,25 mg/573 mg",Karo Pharma AB,C03AB01
ID_7FD23217-CC1A-4040-AA6A-CA6AC3B00B1B,"Bonviva inj, oppl 3 mg/sprøyte",Atnahs Pharma Netherlands B.V.,M05BA06
ID_7FE220F9-1D8C-4355-B57E-0933EAF903EF,Reltebon Depot depottab 20 mg,Teva B.V.,N02AA05
ID_7FF2F59E-872F-46E4-AD99-C521D34EF535,Giotrif tab 50 mg,Boehringer Ingelheim International GmbH,L01EB03
ID_800380F2-C55A-4957-A86A-07E2E92A763C,"Voltarol stikkpille 12,5 mg",Novartis (2),M01AB05
ID_800B39C3-7362-465A-98D1-658F79B4DCEB,Aspirin bristol enterotab 75 mg,Bristol Lab Corp/Bristol,B01AC06
ID_8012E39D-2622-411E-BAA9-C9DE369A3A27,"Pulmozyme inh væske, oppl 1 mg/ml",Roche Norge AS,R05CB13
ID_8015BA15-8A3E-4429-8B11-A4F3684B3901,"Ceftazidim MIP pulv til inj/inf væske, oppl 2 g",MIP Pharma GmbH,J01DD02
ID_801BA14C-A5E0-4B22-A795-9B082BF548D1,Diltiazem-ratiopharm tab 60 mg,Ratiopharm,C08DB01
ID_801D3CEA-2F8F-491A-8DCC-6ACEBC84250F,Simvastatin Sandoz tab 20 mg,Sandoz - København,C10AA01
ID_801D74A9-9579-45EB-B471-3D838CA0124B,"Benzylpenicillin Panpharma pulv til inj/inf væske, oppl 3 g",Panpharma SA,J01CE01
ID_802569B3-5AFB-49B8-A63C-D219E47CB482,Triatec tab 10 mg,Orifarm AS,C09AA05
ID_802649FD-1931-4C89-A776-FC3C41863713,Resorb Original bringebær brusetab,Ukjent,
ID_802904B2-9CF7-4554-8067-55D5CC3B2E0D,"Amikacin Macure inj, oppl 250 mg/ml",Macure Pharma ApS,J01GB06
ID_80302700-F42B-4A9D-983C-49FDF5CC77F9,Berinert pulv+væske til inj oppl 1500 IU,CSL Behring GmbH (2),B06AC01
ID_80329B9D-38D4-4803-B789-C513F5C5ADCE,"Cardioplegia Infusion martindale kons til inf oppl 0,163 g/ml/0,06 g/ml/0,014 g/ml",Martindale Pharma - Brentwood,B05XA16
ID_8034B040-EDBF-438D-A21D-578DC38373A6,Fosfat SA mikst 1 mmol/ml,Sykehusapotekene HF,A12CX
ID_8037CF3E-5872-45B6-8F3F-961897CA3C2F,Pancillin tab 990 mg,Sandoz A/S,J01CE02
ID_80392CAD-2848-4A79-8586-7E9E97F24976,"Sendoxan pulv til inj væske, oppl 1000 mg",Baxter Medical AB,L01AA01
ID_80455F75-1FAF-4A05-AEF8-C621590A753D,Metadon dne mikst oppl 50 mg/flaske,dne pharma,N07BC02
ID_804AB7F8-0814-47C5-B9BB-8416BAEE3C10,"Trulicity inj, oppl 0,75 mg/penn",Orifarm AS,A10BJ05
ID_80535660-2637-453F-9BFA-5B274A59299C,"Aranesp inj, oppl 30 mikrog/sprøyte",Amgen Europe B.V.,B03XA02
ID_805CB798-68A9-4D84-9B5F-CE97661871FF,Colifoam rektalskum,Meda,A07EA02
ID_80647CF2-1FDF-4B8F-8D47-DB56E8B2BA59,Sabrilex tab 500 mg,Sanofi-aventis Norge (3),N03AG04
ID_807161F6-D3B0-4D2A-90BC-253310207028,"Retacrit inj, oppl 4 000 IE/sprøyte",Pfizer Europe MA EEIG (1),B03XA01
ID_8076253E-34D8-4AEE-90C8-8B81112153A7,Vitamin A carlson kaps 15000 IE,Ukjent (2),A11CA01
ID_807726B3-DCBA-453A-A989-48D8261DED62,Truxal tab 25 mg,Orifarm AS,N05AF03
ID_8077D4D3-162C-4AA7-AFCE-8661F4E1C66D,Latuda tab 74 mg,2care4 ApS,N05AE05
ID_807AFFDC-2094-4C98-B99C-3A3255DCF357,Cholestagel tab 625 mg,Cheplapharm Arzneimittel GmbH,C10AC04
ID_807CA671-ADE4-48D3-AFED-6D2B26316D77,Prazosin Hydrochloride novitium kaps 1 mg,Novitium Pharma,C02CA01
ID_808E71ED-BF4D-49F3-883D-9E55C7C75CA3,Doxyferm kons til inf oppl 20 mg/ml,Merckle,J01AA02
ID_8092AB49-BE11-43BA-A737-74007B378FE9,"Kengrexal pulver til konsentrat til injeksjons-/infusjonsvæske, oppløsning 50 mg",Chiesi Farmaceutici S.p.a.,B01AC25
ID_80C53285-ABED-4EF0-87AD-9C0C08DAD526,"Voltarol gel 11,6 mg/g",Haleon Denmark ApS,M02AA15
ID_80C68123-AEF7-40E3-98B5-425238D02C49,"Zometa inf, oppl 4 mg/100 ml",Phoenix Labs Unlimited Company,M05BA08
ID_80C9D912-D493-4E12-9271-7283BA2CFD5B,"Ondansetron Fresenius Kabi inj, oppl 2 mg/ml",Fresenius Kabi Norge AS,A04AA01
ID_80D36E0A-5560-4E7A-8E41-D3CC8FE895EB,"Emconcor CHF tab 2,5 mg",Merck AB (1),C07AB07
ID_80DA9D7E-438A-4202-8BFB-FB2B10A708A2,"Praxbind inj/inf, oppl 2,5 g/50 ml",Boehringer Ingelheim International GmbH,V03AB37
ID_80E1173C-E3EE-4838-97B3-97F3C74BC916,"Moxalole pulv til mikst, oppl",Viatris AS,A06AD65
ID_80E17E3B-D19E-4E58-8591-9BDB29F410CE,Haldol tab 1 mg,Essential Pharma Limited,N05AD01
ID_81050646-286B-42A1-89A2-C0AB9C5B29FB,Sitagliptin/Metformin Krka tab 50 mg/1000 mg,"KRKA, d.d. Novo mesto",A10BD07
ID_81147CD2-3C19-4544-AEA9-5B7F054FB759,Felodipin Hexal depottab 5 mg,Hexal A/S,C08CA02
ID_8118A550-9143-4B56-B945-F3A6F1B22A34,"Zopitin tab 7,5 mg",Vitabalans Oy,N05CF01
ID_811A96D8-52C7-4FEE-930A-14A7E26193D1,"Physioneal 40 Glucose 13,6 mg/ml peritonealdialysevæske",Vantive AB,B05DB
ID_8126B255-4100-4545-BF51-A01637866111,Iclusig tab 45 mg,Incyte Biosciences Distribution B.V.,L01EA05
ID_81282137-1665-45A0-9469-00DA961574EC,"Afrezza inh pulv, disp 4 E/dose",MannKind,A10AF01
ID_8134A29D-62DC-4908-9315-7977FECBBA8F,Zocor tab 20 mg,N.V. Organon - Kloosterstraat,C10AA01
ID_8138F57C-E3B4-4D7D-9969-D0DA5260604F,"Metex inj, oppl 15 mg/sprøyte",2care4 ApS,L04AX03
ID_8146027D-0C4A-4596-8074-FE0F891F3167,Metode vitamin B kompleks tab,Apotek 1 Gruppen AS,
ID_81552CBC-E651-48C2-90BB-3E5E46E33642,"Fasenra inj, oppl 30 mg/sprøyte",2care4 ApS,R03DX10
ID_8170FA56-53A4-42BA-9E12-C4447C3FFC1A,"Lyovac-Cosmegen farma mondo pulv til inj væske, oppl 0,5 mg",Orphan Europe,L01DA01
ID_81743A15-7DB7-49B3-B5F0-AA0C71B00506,L-Carnitine now kaps 500 mg,Now Foods,A16AA01
ID_817F814F-6EA4-47DE-803B-F69DDC2D7A04,Mirtazapin Orion tab 15 mg,Orion Corporation - Espoo,N06AX11
ID_81849680-0AED-44C8-BE0E-3B1580D9C9B2,D-pearls green kaps 40 mikrog,Pharma Nord,
ID_818C3407-C9D4-4E12-B328-BF2597FE7894,SPT 108 Birch oppl til prikktest,Allergopharma,V04CL
ID_81A49CBE-013E-4286-9C85-F13345B0E5B8,"Fentanyl Kalceks inj, oppl 50 mikrog/ml",AS Kalceks,N01AH01
ID_81A77062-A8CB-4445-A072-BEA20E4C6A12,"Methotrexate Cipla tab 2,5 mg",Cipla Europe NV,L04AX03
ID_81AAAB11-5411-42C7-8687-4DC2C3A3D63D,"Fenobarbital SA inj, oppl 10 mg/ml",Sykehusapotekene HF,N03AA02
ID_81B25C78-F268-489F-8059-A70F8FCF89E6,Respreeza pulv+væske til inf oppl 1000 mg,CSL Behring GmbH (2),B02AB02
ID_81BEAC21-DD15-47C2-AC84-24FFAA1DC8FA,"Levosimendan Kalceks kons til inf oppl 2,5 mg/ml",AS Kalceks,C01CX08
ID_81D4C86E-7AA2-4388-8AB4-A751E3673486,"Enalapril Comp ratiopharm tab 20 mg/12,5 mg",ratiopharm GmbH,C09BA02
ID_81DF4B99-9292-4F2D-AB1E-F07B83AC6D63,Circadin depottab 2 mg,Orifarm AS,N05CH01
ID_81DFE730-056B-4B77-A9A6-8896CE77781B,"Emselex depottab 7,5 mg",Orifarm AS,G04BD10
ID_81E47136-F9EB-47DF-AE09-CEA7080D3163,"Betapred inj, oppl 4 mg/ml",Ukjent (2),H02AB01
ID_81EBC391-CD01-42F0-9FD5-BB7995D02953,Simvastatin Bluefish tab 20 mg,Bluefish Pharmaceuticals AB,C10AA01
ID_81ED6877-3D70-40EA-B32C-C6063D24051F,Entecavir Sandoz tab 1 mg,Sandoz - København,J05AF10
ID_81EEDCD7-AF9F-4784-BAAF-57CAAB58E3C0,"Carbocain adrenalin inj, oppl 10 mg/ml/5 mikrog/ml",Aspen Pharma Trading Limited,N01BB53
ID_81F2E915-BF13-4CB0-9BBF-5210091A8941,Meloxicam Bluefish tab 15 mg,Bluefish Pharmaceuticals AB,M01AC06
ID_81FA747D-8A62-40B6-BFDE-6CA95BEFBC6D,"Yellox øyedr, oppl 0,9 mg/ml",Bausch & Lomb,S01BC11
ID_8205EF6A-E2F8-4ACA-BA50-D8D15B43D8C7,Ninlaro kaps 3 mg,Takeda Pharma A/S (1),L01XG03
ID_820D314A-065D-4D4B-B09C-3E32A63627D1,Alunbrig tab 180 mg,Takeda Pharma A/S (1),L01ED04
ID_82112222-01B1-456B-9156-44105A7F894B,"Procoralan tab 7,5 mg",Les Laboratoires Servier,C01EB17
ID_8211634C-1DC2-4422-9FA6-02220C63308C,Hemosol B0 hemodial/hemofilt væske,Vantive Belgium SRL,B05ZB
ID_8215FEC0-3040-46CE-B21F-DB1A0E1FB99A,K-Phos Neutral tab 250 mg,Beach Pharmaceuticals,G04BA
ID_822DED64-FF0A-4D42-A14D-00BFB9D93308,Hydroklortiazid SA mikst 1 mg/ml,Sykehusapotekene HF,C03AA03
ID_82407193-267B-4ED2-8DDD-4B2B66EB5B6F,Prothromplex pulv+væske til inj oppl,Baxalta Innovations GmbH,B02BD01
ID_82431734-2AEF-4CC3-93F9-4FC75B7BCDFA,"Kloramfenikol Santen øyedr, oppl 5 mg/ml",Santen Oy,S01AA01
ID_82528820-DE8B-4F8C-964E-2FC1C4365919,"Deksklorfeniramin NAF inj, oppl 5 mg/ml","Sykehusapoteket Oslo, Rikshospitalet",R06AB02
ID_8253AD20-7B89-4A1C-A37C-0471F5A1AAFC,Emselex depottab 15 mg,Orifarm AS,G04BD10
ID_826ACC8C-8C45-47DA-9BCC-F06B131E3B41,"Lisinopril/Hydroklortiazid Actavis tab 10 mg/12,5 mg",Actavis Group PTC ehf,C09BA03
ID_826D8E26-A74A-4F13-8C36-0A5DFE76030D,"Talzenna kaps 0,25 mg",Pfizer Europe MA EEIG (1),L01XK04
ID_82758E0C-6F3E-457E-97A8-128FFE5FB451,Orion melatonin+magnesium tab 120 mg/1 mg,Orion,
ID_82830C61-D820-4141-83D1-81EAFAE50867,Dulcolax stikkpille 10 mg,Opella Healthcare France SAS,A06AB02
ID_8290D313-A234-4B89-9122-FEC95D734AEE,Ciprofloxacin Actavis tab 500 mg,Actavis Group PTC ehf,J01MA02
ID_829FF139-08F3-4D8F-AE6E-47AB4BFF12D3,Ibandronsyre Medical Valley tab 150 mg,Medical Valley Invest AB,M05BA06
ID_82B891F2-8E86-4D0B-BA22-DAC44F3543A5,"Lenalidomide Sandoz kaps 2,5 mg",Sandoz - København,L04AX04
ID_82C6C106-B087-4080-92E6-547580EE4505,Tiamin NAF tab 150 mg,Kragerø Tablettproduksjon AS,A11DA01
ID_82C942B0-DEFF-44DA-ABE3-D1576CF1EA5B,"Insulin aspart SA inj, oppl 100 E/ml","Sykehusapoteket Oslo, Ullevål",A10AB05
ID_82ED8BD2-1B65-4EA3-A4C2-AC1E3762F26C,QuilliChew ER depottyggetab 30 mg,Tris Pharma,N06BA04
ID_82EDE269-0E5A-4273-9B07-FF656C382279,"Carbetocin Aguettant inj, oppl 100 mikrog/sprøyte",Laboratoire Aguettant,H01BB03
ID_82F5A128-8B6E-4D5E-9C92-5BB8472741DC,"Tobi podhaler inh pulv, kaps 28 mg",Abacus Medicine A/S,J01GB01
ID_82F61430-6B89-4C8C-923B-1A9D4F552848,Nifedipine cf kaps 10 mg,Centrafarm,C08CA05
ID_83024677-5511-40EC-9907-34B2452E2B70,"Movicol pulv til mikst, oppl med sjokoladesmak",Norgine Healthcare B.V.,A06AD65
ID_83066F71-A94F-479E-AB44-0558AD4A8DD0,Metadon apotektilvirket mikst oppl med solbærsmak 165 mg/dose,,N07BC02
ID_8311641B-5491-4668-9079-36894EA3EF30,Burinex tab 1 mg,2care4 ApS,C03CA02
ID_8312C69E-300D-4B22-9958-B936B5EA524F,Tambocor tab 100 mg,Viatris AS,C01BC04
ID_8314300B-5DF1-4A09-BF14-023172851F02,"Ceftazidim MIP pulv til inj/inf væske, oppl 1 g",MIP Pharma GmbH,J01DD02
ID_831A9C2D-4867-49D6-9EBF-CBEAC1EEE88D,Naproxen Evolan tab 250 mg,Evolan Pharma AB,M01AE02
ID_832153F1-587C-4513-98B4-4A96B48F7A21,Atenolol-ratiopharm tab 25 mg,Ratiopharm,C07AB03
ID_832A1415-37B8-4F5D-9668-25BD21A4D8DF,Miglustat Bluefish kaps 100 mg,Bluefish Pharmaceuticals AB,A16AX06
ID_832A86BA-1E51-4C2E-B161-44D3841A5E95,Volidax kaps 30 mg,Teva B.V.,N06BA12
ID_8337799F-380B-411D-A003-AD605674846E,"Nordimet inj, oppl 12,5 mg/penn",Nordic Group BV,L04AX03
ID_83482E3D-BDE7-42A8-B8E5-00F478D9211A,Doxazosin orifarm depottab 4 mg,Orifarm Generics,C02CA04
ID_8349AC0C-7EEF-4440-89AB-15893EFC606A,ellaOne tab 30 mg,LABORATOIRE HRA PHARMA (1),G03AD02
ID_834B988C-01D4-471D-AE6A-B32833006AF3,"Aclasta inf, oppl 5 mg/100 ml",Sandoz Pharmaceuticals d.d.,M05BA08
ID_834CF0B9-3CEF-4472-8918-B0B6A8743B8B,Lapatinib Newbury tab 250 mg,Newbury Pharmaceuticals AB,L01EH01
ID_836B5A3F-AA61-4CE4-9092-88D9125E9E7A,Vitaminbjørner kalsium+D-vit tyggetab med jordbærsmak 5 mikrog/150 mg,Orkla Health Norge AS,
ID_836B755B-643C-4BD7-B7B0-2723E3EE6D3F,Lymecyclin Actavis kaps 300 mg,Actavis Group PTC ehf,J01AA04
ID_836BF4C7-BD2B-411C-BF0B-CE396D99DA76,"Calciumgluconat braun inj, oppl 10 % w/v",B. Braun Melsungen,B05XA19
ID_836E3EA4-7169-45E9-B180-F084290F4796,Iclusig tab 30 mg,Incyte Biosciences Distribution B.V.,L01EA05
ID_83762035-9DDD-4E85-8A4E-2C2E76A64A73,Atorvastatin xiromed tab 40 mg,Medical Valley Invest AB,C10AA05
